arrivals,accepted,rejected,completed,blocking_probability,utilization,max_busy,mean_service_time,replica,capacity,arrival_rate,service_rate
11195,6800,4395,6792,0.3925859758820902,0.8517362016396094,8,1.0035404479442152,8,8,11.25,1.0
11219,6881,4338,6876,0.3866654782066138,0.8508982215780385,8,0.9898756917593545,9,8,11.25,1.0
11320,6857,4463,6852,0.3942579505300353,0.8490577712276701,8,0.9917367211758905,10,8,11.25,1.0
11075,6789,4286,6782,0.3869977426636569,0.8565754828408375,8,1.0100119040326991,11,8,11.25,1.0
11182,6841,4341,6834,0.38821319978536933,0.850160098612364,8,0.9959002021545859,12,8,11.25,1.0
11304,6787,4517,6783,0.3995930644019816,0.8539351644222067,8,1.006913876185459,13,8,11.25,1.0
11385,6945,4440,6937,0.38998682476943347,0.8497213073731608,8,0.9798802683716061,14,8,11.25,1.0
11382,6848,4534,6843,0.3983482691969777,0.8554019555122558,8,0.9999783255354062,15,8,11.25,1.0
11056,6858,4198,6850,0.37970332850940663,0.8489660342427581,8,0.9916585711737768,16,8,11.25,1.0
11203,6845,4358,6840,0.38900294563956084,0.8566076382307031,8,1.0020299895522835,17,8,11.25,1.0
11246,6911,4335,6904,0.3854703894718122,0.850359100590229,8,0.9852798974403203,18,8,11.25,1.0
11192,6734,4458,6726,0.3983202287348106,0.8534615296485635,8,1.0152904464197492,19,8,11.25,1.0
11188,6823,4365,6815,0.39015016088666427,0.8547320855796686,8,1.0040959766893598,20,8,11.25,1.0
11326,6853,4473,6847,0.39493201483312734,0.8527086524886442,8,0.9962655206756654,21,8,11.25,1.0
11136,6843,4293,6836,0.3855064655172414,0.8508561817003996,8,0.995086478719107,22,8,11.25,1.0
11380,6911,4469,6905,0.3927065026362039,0.8556744607543474,8,0.9915528567040592,23,8,11.25,1.0
11249,6929,4320,6922,0.38403413636767714,0.8452039112734616,8,0.9768228688866668,24,8,11.25,1.0
11250,6828,4422,6821,0.3930666666666667,0.8507092847088943,8,0.9985915147683954,25,8,11.25,1.0
11257,6787,4470,6779,0.39708625743981524,0.853667207615513,8,1.0072707416823665,26,8,11.25,1.0
11166,6691,4475,6683,0.4007701952355365,0.8541226373932131,8,1.0229109697089185,27,8,11.25,1.0
11400,6953,4447,6945,0.3900877192982456,0.849534181567214,8,0.9789493979441444,28,8,11.25,1.0
11232,6902,4330,6895,0.385505698005698,0.8471721496147229,8,0.98302153296473,29,8,11.25,1.0
11178,6919,4259,6913,0.38101628198246557,0.8489482381379314,8,0.9823748908993133,30,8,11.25,1.0
11210,8152,3058,8143,0.2727921498661909,0.8186494199972582,10,1.0048945429369194,1,10,11.25,1.0
11189,8160,3029,8150,0.27071230672982394,0.8232202306621431,10,1.0106652983218207,2,10,11.25,1.0
11339,8326,3013,8318,0.2657200811359026,0.8167938391455805,10,0.9826052940811063,3,10,11.25,1.0
11164,8142,3022,8133,0.2706915084199212,0.8142971989130285,10,1.000704685441787,4,10,11.25,1.0
10979,8099,2880,8093,0.26231897258402403,0.8098330313821873,10,1.000455490951828,5,10,11.25,1.0
11143,8221,2922,8213,0.26222740734093153,0.8150382867395621,10,0.9925902308097189,6,10,11.25,1.0
11216,8216,3000,8207,0.2674750356633381,0.8180536257320904,10,0.9966821229383108,7,10,11.25,1.0
11296,8260,3036,8252,0.2687677053824363,0.8174248060687811,10,0.9909367909984149,8,10,11.25,1.0
11111,8184,2927,8175,0.2634326343263433,0.8237787720731529,10,1.0072795898283478,9,10,11.25,1.0
11132,8233,2899,8223,0.2604204096298958,0.8162484409850208,10,0.9925331519931583,10,10,11.25,1.0
11264,8174,3090,8165,0.2743252840909091,0.8205062880962194,10,1.004737891512311,11,10,11.25,1.0
11462,8275,3187,8267,0.2780492060722387,0.8225934426954307,10,0.9953986464425937,12,10,11.25,1.0
11351,8277,3074,8267,0.2708131442163686,0.8191029418765386,10,0.9912785977309413,13,10,11.25,1.0
11146,8165,2981,8162,0.2674502063520546,0.8217401876597149,10,1.0068025869199742,14,10,11.25,1.0
11257,8173,3084,8166,0.27396286754908056,0.8246155952840821,10,1.0096671666054864,15,10,11.25,1.0
11279,8252,3027,8244,0.2683748559269439,0.812683955200614,10,0.9856241697596102,16,10,11.25,1.0
11142,8175,2967,8165,0.26628971459343026,0.8211207645669758,10,1.0058373757292671,17,10,11.25,1.0
11163,8239,2924,8231,0.2619367553525038,0.8135446272244437,10,0.9898261548322519,18,10,11.25,1.0
11214,8269,2945,8259,0.2626181558765828,0.814191810487801,10,0.9857134557317155,19,10,11.25,1.0
11157,8223,2934,8213,0.26297391771981715,0.8207852888561691,10,0.9995904602856649,20,10,11.25,1.0
11268,8313,2955,8308,0.26224707135250264,0.8173610862486342,10,0.9838488824244344,21,10,11.25,1.0
11282,8294,2988,8286,0.2648466583939018,0.8182287927560181,10,0.9875112627685192,22,10,11.25,1.0
11183,8242,2941,8234,0.2629884646338192,0.8173439274893739,10,0.9922776943490392,23,10,11.25,1.0
11272,8148,3124,8139,0.2771469127040454,0.8217102838013478,10,1.0096663674135093,24,10,11.25,1.0
11304,8019,3285,8014,0.2906050955414013,0.8260080142736795,10,1.0304556051706966,25,10,11.25,1.0
11334,8334,3000,8325,0.2646903123345686,0.8140319598759245,10,0.9783083655538706,26,10,11.25,1.0
11308,8244,3064,8234,0.27095861337106475,0.8226619915616676,10,0.9991013001639797,27,10,11.25,1.0
11278,8234,3044,8224,0.26990601170420286,0.8236126160673175,10,1.000896110742289,28,10,11.25,1.0
11163,8095,3068,8085,0.27483651348203886,0.8213283952810134,10,1.0161579469747466,29,10,11.25,1.0
11118,8226,2892,8221,0.2601187263896384,0.8146512040708807,10,0.9910022581000892,30,10,11.25,1.0
11450,9443,2007,9433,0.17528384279475984,0.7847936676651035,12,0.9981630543608697,1,12,11.25,1.0
11101,9313,1788,9308,0.1610665705792271,0.7716165614356375,12,0.9949542570845825,2,12,11.25,1.0
11127,9263,1864,9252,0.16752044576255953,0.7785529011724678,12,1.009957149591148,3,12,11.25,1.0
11217,9341,1876,9331,0.1672461442453419,0.7815593871725641,12,1.0056330869057561,4,12,11.25,1.0
11172,9290,1882,9279,0.16845685642678124,0.7681495176733457,12,0.9938082289301838,5,12,11.25,1.0
11251,9433,1818,9426,0.16158563683228158,0.7746851610236807,12,0.9865886899485135,6,12,11.25,1.0
11199,9259,1940,9252,0.17322975265648718,0.783578404474704,12,1.0160965052160649,7,12,11.25,1.0
11146,9282,1864,9274,0.1672348824690472,0.772624471246554,12,1.0004723637195996,8,12,11.25,1.0
11178,9356,1822,9344,0.16299874753981033,0.7723098146822179,12,0.9917185181231466,9,12,11.25,1.0
11486,9468,2018,9458,0.17569214696151836,0.7862380576746336,12,0.9969778516489552,10,12,11.25,1.0
11344,9481,1863,9473,0.1642277856135402,0.7803639504248575,12,0.9885218689721059,11,12,11.25,1.0
11159,9339,1820,9328,0.16309705170714223,0.7844003042301128,12,1.0095236947966755,12,12,11.25,1.0
11286,9339,1947,9331,0.17251461988304093,0.7852760836752488,12,1.009966492127411,13,12,11.25,1.0
11302,9443,1859,9432,0.1644841620952044,0.7772330735103795,12,0.9887349553696507,14,12,11.25,1.0
11161,9250,1911,9239,0.17122121673685153,0.7755244429447118,12,1.00784833541363,15,12,11.25,1.0
11046,9402,1644,9390,0.14883215643671918,0.7643611214483442,12,0.9771650507080449,16,12,11.25,1.0
11196,9385,1811,9377,0.16175419792783136,0.76678535259268,12,0.9810395751385933,17,12,11.25,1.0
11027,9311,1716,9302,0.15561802847556,0.7680130994188774,12,0.9910729957396284,18,12,11.25,1.0
11435,9454,1981,9447,0.17324005247048535,0.7823264378802445,12,0.9938563997307874,19,12,11.25,1.0
11353,9368,1985,9357,0.1748436536598256,0.7802670948647236,12,1.000665803873349,20,12,11.25,1.0
11272,9341,1931,9331,0.1713094393186657,0.7798605671179664,12,1.002954997574472,21,12,11.25,1.0
11274,9279,1995,9269,0.17695582756785525,0.7826673018263024,12,1.0136433283658903,22,12,11.25,1.0
11158,9214,1944,9207,0.17422477146442014,0.7783665666562826,12,1.0147091302393936,23,12,11.25,1.0
11272,9474,1798,9467,0.15951029098651526,0.766630458891959,12,0.9719171913040778,24,12,11.25,1.0
11300,9407,1893,9400,0.1675221238938053,0.7793764574245697,12,0.994878390355672,25,12,11.25,1.0
11210,9402,1808,9394,0.16128456735057983,0.7780658481780102,12,0.9935738307847215,26,12,11.25,1.0
11131,9281,1850,9275,0.16620249752942234,0.7808746535175528,12,1.0100182121150645,27,12,11.25,1.0
11323,9343,1980,9332,0.1748653183785216,0.7857028547529413,12,1.0107507922924823,28,12,11.25,1.0
11232,9200,2032,9193,0.18091168091168092,0.7876075541374322,12,1.0278518230720033,29,12,11.25,1.0
11465,9450,2015,9440,0.1757522895769734,0.7837931715973024,12,0.9965356580097031,30,12,11.25,1.0
11183,10167,1016,10158,0.09085218635428775,0.7353078773886513,14,1.013290173556227,1,14,11.25,1.0
11255,10150,1105,10139,0.09817858729453577,0.7308306719111964,14,1.0088095622120867,2,14,11.25,1.0
11269,10173,1096,10159,0.09725796432691454,0.7269486264766001,14,1.0025116269771197,3,14,11.25,1.0
11299,10243,1056,10233,0.0934595981945305,0.7255088094729216,14,0.9924172915427166,4,14,11.25,1.0
11271,10164,1107,10153,0.09821666223050306,0.7399130281613593,14,1.0200262950081864,5,14,11.25,1.0
11245,10147,1098,10134,0.09764339706536239,0.7309867571858886,14,1.010014779497085,6,14,11.25,1.0
11172,10216,956,10207,0.08557107053347655,0.7227927581437091,14,0.9918311847651954,7,14,11.25,1.0
11557,10358,1199,10345,0.10374664705373367,0.7407648512452724,14,1.0021380641182445,8,14,11.25,1.0
11400,10383,1017,10371,0.08921052631578948,0.7342681558316795,14,0.9910771198587875,9,14,11.25,1.0
11152,10131,1021,10124,0.09155308464849354,0.7317728933178403,14,1.0121473204273317,10,14,11.25,1.0
11126,10158,968,10150,0.08700341542333273,0.7202264510870164,14,0.9935991434317317,11,14,11.25,1.0
11273,10298,975,10284,0.08648984298766965,0.7253858989227363,14,0.9872612250934878,12,14,11.25,1.0
11135,10113,1022,10100,0.09178266726537944,0.7247815792670107,14,1.0044057721453554,13,14,11.25,1.0
11188,10168,1020,10155,0.09116910976045764,0.723616051055033,14,0.9979878380010961,14,14,11.25,1.0
11275,10237,1038,10226,0.0920620842572062,0.7224864961716584,14,0.9890976479655825,15,14,11.25,1.0
11116,10169,947,10162,0.08519251529327096,0.7243006978707869,14,0.9977071614887796,16,14,11.25,1.0
11388,10336,1052,10325,0.09237794169301018,0.7295140308897867,14,0.9891794879465223,17,14,11.25,1.0
11238,10273,965,10264,0.08586937177433707,0.7274777056504078,14,0.9925932819235747,18,14,11.25,1.0
11265,10227,1038,10213,0.09214380825565913,0.7322237862051268,14,1.0035027501124385,19,14,11.25,1.0
11128,10132,996,10126,0.0895039539899353,0.723905519228484,14,1.0012725138019138,20,14,11.25,1.0
11111,10110,1001,10104,0.09009090090900909,0.7271955141413975,14,1.0077607539118314,21,14,11.25,1.0
11447,10320,1127,10311,0.09845374333886608,0.7276495530936357,14,0.9876446817616711,22,14,11.25,1.0
11385,10230,1155,10218,0.10144927536231885,0.7298644242555582,14,1.0000322831056874,23,14,11.25,1.0
11352,10267,1085,10253,0.09557787174066244,0.7341627559496293,14,1.0021949504715,24,14,11.25,1.0
11117,10090,1027,10080,0.0923810380498336,0.7250669961965238,14,1.0071468028722639,25,14,11.25,1.0
11171,10201,970,10192,0.08683197565123982,0.7229432542128377,14,0.9930211393851469,26,14,11.25,1.0
11051,10095,956,10086,0.08650800832503845,0.7250015924612324,14,1.006408639523483,27,14,11.25,1.0
11347,10282,1065,10272,0.09385740724420552,0.7226154415717975,14,0.9847615785932895,28,14,11.25,1.0
11315,10179,1136,10173,0.10039770216526735,0.7337765016891482,14,1.0096291714753356,29,14,11.25,1.0
11261,10205,1056,10196,0.09377497557943344,0.7391954153102318,14,1.015047371390143,30,14,11.25,1.0
11288,10782,506,10773,0.04482636428065202,0.6747433403696641,16,1.0021768479756141,1,16,11.25,1.0
11246,10767,479,10758,0.04259292192779655,0.6653651030530248,16,0.9894666686759482,2,16,11.25,1.0
11039,10609,430,10596,0.03895280369598696,0.6612324614601689,16,0.9988682357047134,3,16,11.25,1.0
11194,10671,523,10666,0.046721457923887794,0.6701475546572254,16,1.0050902270425068,4,16,11.25,1.0
11286,10743,543,10729,0.04811270600744285,0.6742472513754653,16,1.005489612514622,5,16,11.25,1.0
11559,10958,601,10948,0.05199411713816074,0.6836610869732055,16,0.9995373590475954,6,16,11.25,1.0
11428,10895,533,10880,0.04663983199159958,0.6751122671087875,16,0.9926614014412157,7,16,11.25,1.0
11135,10690,445,10683,0.039964077233947015,0.675484146793674,16,1.0119736788240108,8,16,11.25,1.0
11286,10775,511,10761,0.045277334751018965,0.67942103742434,16,1.0097087877022835,9,16,11.25,1.0
11213,10799,414,10788,0.036921430482475696,0.6623117435422909,16,0.9821696459952832,10,16,11.25,1.0
11108,10639,469,10624,0.042221822110190856,0.6654478443736148,16,1.0024378687673732,11,16,11.25,1.0
11186,10698,488,10685,0.04362596102270695,0.6674717768965623,16,0.9997513248808664,12,16,11.25,1.0
11362,10855,507,10840,0.04462242562929062,0.6763934262798869,16,0.9983541931323494,13,16,11.25,1.0
11126,10665,461,10650,0.041434477799748334,0.6649136612218397,16,0.998292335688401,14,16,11.25,1.0
11411,10920,491,10908,0.04302865655946017,0.6762999262549154,16,0.9920983528786295,15,16,11.25,1.0
11201,10755,446,10745,0.03981787340416034,0.6660418836812629,16,0.9919795719031385,16,16,11.25,1.0
11363,10830,533,10820,0.046906626771099184,0.6834695483903019,16,1.011198605508962,17,16,11.25,1.0
11201,10699,502,10689,0.04481742701544505,0.6700355657523245,16,1.003070484202825,18,16,11.25,1.0
11138,10672,466,10658,0.041838750224456815,0.6727136548272388,16,1.0100673190655811,19,16,11.25,1.0
11427,10879,548,10867,0.04795659403167936,0.6681769172394217,16,0.9832944772861237,20,16,11.25,1.0
11320,10810,510,10800,0.045053003533568906,0.6732703123230435,16,0.9974597484130474,21,16,11.25,1.0
11300,10811,489,10801,0.04327433628318584,0.6714135855174157,16,0.9946646659835573,22,16,11.25,1.0
11074,10649,425,10635,0.03837818313165974,0.6649139368365754,16,1.0001978899271926,23,16,11.25,1.0
11231,10718,513,10709,0.04567714362033657,0.6692281191210393,16,1.000201148219158,24,16,11.25,1.0
11055,10626,429,10612,0.03880597014925373,0.6661694353348097,16,1.004461861061432,25,16,11.25,1.0
11451,10884,567,10874,0.049515326172386694,0.6735789384453225,16,0.9912997361636878,26,16,11.25,1.0
11298,10811,487,10798,0.04310497433174013,0.6775602844481264,16,1.0039816453252388,27,16,11.25,1.0
11136,10698,438,10691,0.03933189655172414,0.6699039954285396,16,1.002222967598141,28,16,11.25,1.0
11340,10817,523,10805,0.046119929453262785,0.6815573173201048,16,1.009197327584291,29,16,11.25,1.0
11231,10748,483,10737,0.043005965630843204,0.6644867320536031,16,0.9898841105493196,30,16,11.25,1.0
11102,11054,48,11049,0.0043235453071518645,0.5463817553664729,20,0.9890097726709872,1,20,11.25,1.0
11407,11340,67,11328,0.005873586394319278,0.5580098006946417,20,0.9850005688016663,2,20,11.25,1.0
11368,11290,78,11278,0.006861365235749472,0.5564758063652829,20,0.9869559670676938,3,20,11.25,1.0
11217,11152,65,11138,0.005794775786752251,0.5651287563216806,20,1.0150752062221244,4,20,11.25,1.0
11265,11214,51,11194,0.004527296937416778,0.5656192371722708,20,1.0113317954824421,5,20,11.25,1.0
11215,11174,41,11158,0.0036558181007579136,0.5476098413343515,20,0.9813415975224238,6,20,11.25,1.0
11091,11027,64,11017,0.005770444504553242,0.5518080873828268,20,1.0017073501483136,7,20,11.25,1.0
11187,11132,55,11121,0.004916420845624385,0.5557420055345977,20,0.9994184418399951,8,20,11.25,1.0
11255,11185,70,11176,0.006219458018658374,0.5523291411588576,20,0.9883302662122181,9,20,11.25,1.0
11109,11050,59,11039,0.005311009091727428,0.5499797220133921,20,0.9959212430412618,10,20,11.25,1.0
11344,11290,54,11285,0.004760225669957687,0.5580064423611193,20,0.98867895126389,11,20,11.25,1.0
11201,11150,51,11139,0.00455316489599143,0.5531978250268991,20,0.99338620648899,12,20,11.25,1.0
11277,11221,56,11208,0.004965859714463066,0.5619147977855817,20,1.0026201951820835,13,20,11.25,1.0
11318,11246,72,11230,0.006361547976674324,0.5676935902627339,20,1.0113745389778472,14,20,11.25,1.0
11131,11072,59,11064,0.005300512083370766,0.5576443427126401,20,1.0078738708557153,15,20,11.25,1.0
11313,11254,59,11246,0.0052152391054539025,0.5451521874248814,20,0.9693081414126792,16,20,11.25,1.0
11364,11303,61,11289,0.005367828229496656,0.5660340319076803,20,1.0025836838104452,17,20,11.25,1.0
11369,11259,110,11248,0.00967543319553171,0.5640721883021813,20,1.0025340297198508,18,20,11.25,1.0
11287,11192,95,11183,0.008416762647293347,0.569373167171769,20,1.0183638639040349,19,20,11.25,1.0
11118,11060,58,11042,0.005216765605324698,0.5460097727587584,20,0.9894162244143632,20,20,11.25,1.0
11185,11102,83,11093,0.007420652659812249,0.562480955720317,20,1.014253306308112,21,20,11.25,1.0
11388,11302,86,11290,0.007551808921671935,0.5575138755058109,20,0.987149030376986,22,20,11.25,1.0
11350,11267,83,11255,0.0073127753303964755,0.5672430074902158,20,1.0081455722369035,23,20,11.25,1.0
11232,11178,54,11167,0.004807692307692308,0.5629768554185091,20,1.0083970121897954,24,20,11.25,1.0
11269,11220,49,11207,0.004348211908776289,0.5618360254525445,20,1.0028246872700362,25,20,11.25,1.0
11308,11249,59,11238,0.005217545100813584,0.5599222977620645,20,0.9965194593667954,26,20,11.25,1.0
11327,11251,76,11236,0.006709631853094376,0.5585875877372191,20,0.9937591084072117,27,20,11.25,1.0
11190,11135,55,11125,0.004915102770330653,0.5606211560681899,20,1.0078580114793039,28,20,11.25,1.0
11325,11275,50,11264,0.004415011037527594,0.5660491295679345,20,1.0054214900387388,29,20,11.25,1.0
11190,11107,83,11100,0.00741733690795353,0.5498653849857975,20,0.9905703150227537,30,20,11.25,1.0
11132,11131,1,11121,8.983111749910169e-05,0.4618790258817024,24,0.9973570368287599,1,24,11.25,1.0
11133,11132,1,11121,8.982304859426928e-05,0.45159416528910856,24,0.9744206751895267,2,24,11.25,1.0
11185,11185,0,11175,0.0,0.471481944291701,24,1.012575725209927,3,24,11.25,1.0
11256,11248,8,11233,0.0007107320540156361,0.4700079039803437,24,1.004004633704655,4,24,11.25,1.0
11155,11152,3,11141,0.0002689376961004034,0.45475330212466514,24,0.9797206035828594,5,24,11.25,1.0
11094,11092,2,11079,0.0001802776275464215,0.4587721719877343,24,0.9942002872417027,6,24,11.25,1.0
11365,11365,0,11356,0.0,0.4683038824010791,23,0.9898078080797151,7,24,11.25,1.0
11398,11398,0,11389,0.0,0.479695142638741,24,1.0109486904821052,8,24,11.25,1.0
11327,11319,8,11305,0.0007062770371678291,0.47504724626576045,24,1.0082654163905547,9,24,11.25,1.0
11164,11157,7,11148,0.0006270154066642781,0.46411603080882985,24,0.9990973442834763,10,24,11.25,1.0
11029,11028,1,11019,9.067005168192946e-05,0.4586226365158677,24,0.9992839311829591,11,24,11.25,1.0
11480,11470,10,11456,0.0008710801393728223,0.4692894170264022,24,0.9826838515776564,12,24,11.25,1.0
11389,11388,1,11378,8.780402142418122e-05,0.4756022940010571,24,1.0029760354925175,13,24,11.25,1.0
11296,11295,1,11286,8.852691218130312e-05,0.468577302120316,24,0.9967449115245446,14,24,11.25,1.0
11101,11097,4,11085,0.00036032789838753263,0.46324067646604,24,1.0028092064256897,15,24,11.25,1.0
11130,11126,4,11114,0.00035938903863432165,0.4585585775470537,24,0.9909709278361747,16,24,11.25,1.0
11252,11251,1,11241,8.887308922858158e-05,0.4772550162571284,24,1.018730933239533,17,24,11.25,1.0
11372,11365,7,11348,0.0006155469574393247,0.46594528769958937,24,0.9854453320160427,18,24,11.25,1.0
11330,11324,6,11309,0.000529567519858782,0.47415019986014656,24,1.006751402850255,19,24,11.25,1.0
11271,11271,0,11259,0.0,0.47530172179552027,24,1.0133566458491137,20,24,11.25,1.0
11249,11248,1,11240,8.889679082585119e-05,0.46888462087267413,24,1.000990360625731,21,24,11.25,1.0
11244,11244,0,11243,0.0,0.4637259707434854,24,0.9899555344110592,22,24,11.25,1.0
11337,11334,3,11319,0.0002646202699126753,0.46962055482133885,24,0.9961930581318805,23,24,11.25,1.0
11220,11220,0,11207,0.0,0.4713626270990001,24,1.009503023793043,24,24,11.25,1.0
11227,11223,4,11212,0.00035628395831477686,0.46541710664510916,24,0.9963482157623511,25,24,11.25,1.0
11257,11256,1,11249,8.883361463977969e-05,0.4663072849869324,24,0.9953151667082025,26,24,11.25,1.0
11164,11164,0,11158,0.0,0.46015321967061285,24,0.9897107620419402,27,24,11.25,1.0
11272,11266,6,11258,0.0005322924059616749,0.47710228419347384,24,1.0174087885351797,28,24,11.25,1.0
11163,11159,4,11148,0.00035832661470930756,0.4615257496463821,24,0.9934987424521075,29,24,11.25,1.0
11196,11193,3,11183,0.0002679528403001072,0.4626148314955207,24,0.9929715874728092,30,24,11.25,1.0
11365,11365,0,11356,0.0,0.3746431059208633,23,0.9898078080797151,1,30,11.25,1.0
11398,11398,0,11389,0.0,0.3837561141109928,24,1.0109486904821052,2,30,11.25,1.0
11292,11292,0,11284,0.0,0.3780127848830531,26,1.004949578372391,3,30,11.25,1.0
11227,11227,0,11213,0.0,0.37525538437258205,29,1.0038955219574228,4,30,11.25,1.0
11280,11280,0,11265,0.0,0.38417538652883454,26,1.0230164430494921,5,30,11.25,1.0
11405,11405,0,11391,0.0,0.37090139870206495,26,0.9765628441968126,6,30,11.25,1.0
11313,11313,0,11300,0.0,0.3760781847951222,28,0.998155536527895,7,30,11.25,1.0
11257,11257,0,11247,0.0,0.3725355702784012,28,0.9933244295277085,8,30,11.25,1.0
11099,11099,0,11087,0.0,0.3706256962039314,26,1.0027181200683721,9,30,11.25,1.0
11132,11132,0,11117,0.0,0.3669058329378804,26,0.9910942443367791,10,30,11.25,1.0
10973,10973,0,10958,0.0,0.36389832317283677,26,0.9958942153236328,11,30,11.25,1.0
11505,11505,0,11495,0.0,0.3817150848223903,26,0.9966257747807515,12,30,11.25,1.0
11296,11296,0,11288,0.0,0.37713633015819004,26,1.002517504473358,13,30,11.25,1.0
11271,11271,0,11259,0.0,0.38024137743641623,24,1.0133566458491137,14,30,11.25,1.0
11242,11242,0,11229,0.0,0.3743127753008826,25,1.000138285430255,15,30,11.25,1.0
11244,11244,0,11243,0.0,0.37098077659478834,24,0.9899555344110592,16,30,11.25,1.0
11368,11368,0,11356,0.0,0.3779628748470672,25,0.998490156413706,17,30,11.25,1.0
11220,11220,0,11207,0.0,0.3770901016792001,24,1.009503023793043,18,30,11.25,1.0
11191,11191,0,11185,0.0,0.3703503951336417,25,0.9934369168997217,19,30,11.25,1.0
11459,11459,0,11448,0.0,0.385853112949726,26,1.0108671001615808,20,30,11.25,1.0
11164,11164,0,11158,0.0,0.36812257573649027,24,0.9897107620419402,21,30,11.25,1.0
11128,11128,0,11113,0.0,0.37184667362863993,27,1.0034232450544813,22,30,11.25,1.0
11187,11187,0,11178,0.0,0.3707067145493624,25,0.9953652642399137,23,30,11.25,1.0
11334,11334,0,11324,0.0,0.3797326725416742,27,1.00600908098232,24,30,11.25,1.0
11338,11338,0,11321,0.0,0.3791149422315995,27,1.0044686073878957,25,30,11.25,1.0
11220,11220,0,11205,0.0,0.375077009961569,25,1.004614314145396,26,30,11.25,1.0
11260,11260,0,11247,0.0,0.3725957190918652,29,0.9937619567595883,27,30,11.25,1.0
11128,11128,0,11115,0.0,0.37533530995261793,26,1.0126861158944176,28,30,11.25,1.0
